id,Site_Code,fid,OBJECTID,SITE_REF,GlobalID_2,NUM_CIVIC,VOIE_ESPVT,ETAT_SITE,ESSENCE,QUE_TR,DIST_CHAIN,LIGN_RUE,DIAMETRE,TYPE_EMP,PROPRIETE,STATUT,RENFORT_1,RENFORT_2,OBST_1,OBST_2,PB_INS,PB_MAL,PB_STR_1,PB_STR_2,PB_PHY_AB,COD_GEN,DANGEREUX,CMTS,PRESC_PLAN,PRESC_PRIO,PRESC_ID,PRESC_CMTS,INV_REAL,INV_DATE,INV_ID,DESC_COMM,TYP_DIAM
,S150,"264","2544","2564",{AC9587EF-9EDC-4A0D-9F76-DFA6FA43E0BE},"4444",VOPA_121,ARBRE,PNNIAU,"1",,,,EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"70",NON,batiment,AUC,,, ,N,,,,DHP
,S150,"265","2545","2565",{F576FDD3-7BE9-4B7E-954C-D428E045926A},"4444",VOPA_121,ARBRE,PNNIAU,"1",,,,EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"70",NON,"reconstruction de cime, trous de pics. Lampadaire, enseigne et batiment",AUC,,, ,N,,,,DHP
,S150,"266","2546","2566",{41C3CB9E-D3A4-407D-9B3C-C2BF7BA853FE},"4444",VOPA_121,ARBRE,MASP,"1",,,,EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"70",NON,enseigne. Petite blessure sur le tronc,AUC,,, ,N,,,,DHP
,S150,"267","2547","2567",{E664427C-9BF0-41A7-A6B9-B58C7D1D9DBC},"4444",VOPA_121,ARBRE,PNNIAU,"1",,,,EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"70",NON,CÃ¢blage,AUC,,, ,N,,,,DHP
,S150,"268","2548","2568",{7B2D84F0-FD36-4784-90AA-21FA9B4B4487},"4444",VOPA_121,ARBRE,MASP,"1",,,,EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"70",NON,"drageons, petites cavitÃ©s sur le tronc. CÃ¢blage",AUC,,, ,N,,,,DHP
,S150,"269","2549","2569",{F1B1A7E4-D90E-4FDC-8052-9AF11CD1B8DB},"4444",VOPA_121,ARBRE,GLTRIN,"1",,,,EMPRI,PUB,AUC,TUTSS1,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"70",NON,,RETUSE,2021,, ,N,,,,DHP
,S150,"270","2550","2570",{C4042176-80D9-4EA0-AD8B-10D22B265582},"4384",VOPA_121,ARBRE,ACSP,"1",2.9,3.1,,EMPRI,PUB,AUC,AUC,AUC,BATIM,HAIE,AUC,AUC,AUC,AUC,AUC,,NON,A. miyabei 'State Street Morton'. Cablage,ARROSA,2021,WESTHA,Beaucoup de végétations planter a côté des hydragea,N,,,,DHP
,S152,"271","2551","2571",{92FDDB3F-DA5B-40B4-8C59-CF54416DBC25},"366",VOPA_067,ARBRE,ACRU,"1",,,"27",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,BLMRAC,"75",NON, ,AUC,,, ,O,2021-09-09T13:27:54.000,TVJV,,DHP
,S152,"272","2552","2572",{DAFE3428-6EBC-4D58-85ED-DB80343B2C69},"346",VOPA_067,ARBRE,ACFRAB,"1",,,"32",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,ANTCI,FAEBC,BCDCI,AUC,"80",NON, ,ELALLE,2024,TVERTE, ,O,2021-09-09T17:42:03.000,TVJV,,DHP
,S152,"273","2553","2573",{31D4DE75-522E-45A9-A029-F6F89E0179E1},"338",VOPA_067,ARBRE,FRPE,"1",,,"62",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,BLLBS,AUC,AUC,"60",NON,"blessures d'elagage récentes, cime était probablement dépérissant à cause de ADF ",INSPRE,2022,TVERTE,dépérissement ADF à suivre,O,2021-09-09T17:26:29.000,TVJV,,DHP
,S152,"274","2554","2574",{61CD2697-2AF7-410F-9BF8-F1B50734D32D},"314",VOPA_067,ARBRE,MASP,"1",,,"14",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,BLMTR,"75",NON,blessure au pied,AUC,,, ,O,2021-09-09T14:55:21.000,TVJV,,DHP
,S152,"275","2555","2575",{A06B27CF-DAD5-45E6-8600-2968588141E4},"314",VOPA_067,ARBRE,MOAL,"1",,,"10",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,TECCI,AUC,REJCI,"60",NON, ,AUC,,, ,O,2021-09-09T14:54:13.000,TVJV,,DHP
,S158,"276","2556","2576",{E5EC804E-CB4B-4C27-8B3A-58227AA6A435},"311",VOPA_067,ARBRE,PIPU,"1",,,"15",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,EXCRAC,"70",NON, ,AUC,,, ,O,2021-09-10T18:26:33.000,TVJV,,DHP
,S158,"277","2557","2577",{DA097D73-8AC9-431C-81B3-B70DC80B806A},"311",VOPA_067,ARBRE,SYRE,"1",,,"14",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,EXCRAC,"70",NON, ,AUC,,, ,O,2021-09-10T18:28:04.000,TVJV,,DHP
,S158,"278","2558","2578",{4DBBAD86-2F76-4789-A207-11A8E0086E58},"311",VOPA_067,ARBRE,SYRE,"1",,,"13",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,EXCRAC,"70",NON, ,AUC,,, ,O,2021-09-10T18:30:20.000,TVJV,,DHP
,S158,"279","2559","2579",{9228B93C-D78A-4F10-9D9B-003BED33BEED},"311",VOPA_067,ARBRE,SYRE,"1",,,"14",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"70",NON, ,AUC,,, ,O,2021-09-10T18:31:14.000,TVJV,,DHP
,S158,"280","2560","2580",{3E641956-E313-42DE-9930-300C87CBF17A},"311",VOPA_067,ARBRE,MASP,"1",,,"32",EMPRI,PUB,AUC,AUC,AUC,LAMPFO,TRIVIS,AUC,CHIBC,CARBC,BLSBC,EXCRAC,"40",NON,"Branches mortes, chicots au-dessus du trottoir, nombreuses branches adventives",ABSECT,2023,TVERTE, ,O,2021-09-10T18:35:38.000,TVJV,,DHP
,S167,"281","2561","2581",{E0210D9D-C426-48B4-A55C-AC51ACDF0A43},"311",VOPA_067,SOUCHE,,,,,"70",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"0",NON, ,,,,,N,,,,DHS
,S167,"282","2562","2582",{447D3FE6-9817-4419-98AF-EEF87124458C},"315",VOPA_067,DESACT,,,,,,EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"70",NON,arbuste Syringa vulgaris.  Lampadaire et enseigne,AUC,,, ,O,2021-09-09T15:04:30.000,TVJV,,DHP
,S167,"283","2563","2583",{E906C5CF-A1F3-4BA6-B8B6-08C19C3E67B3},"343",VOPA_067,ARBRE,TIAMBO,"1",,,"20",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,DEP25,"70",NON,"Bel arbre, mauvais emplacement, entrÃ©e charretiÃ¨re construite aprÃ¨s...",AUC,,, ,O,2021-09-09T17:36:28.000,TVJV,,DHP
,S167,"284","2564","2584",{C4686D79-E85F-48A8-BF8F-D8F93046A10D},"353",VOPA_067,ARBRE,MASP,"1",,,"13",EMPRI,PUB,AUC,AUC,AUC,TROPUB,AUC,AUC,AUC,AUC,AUC,AUC,"70",NON, ,AUC,,, ,O,2021-09-09T17:52:07.000,TVJV,,DHP
,S167,"285","2565","2585",{B833FCD5-884E-4426-A23D-81FFCA92ECAC},"355",VOPA_067,ARBRE,AMCA,"1",,,"13",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,DEP25,"70",NON,renflement du pied,AUC,,, ,O,2021-09-09T17:53:25.000,TVJV,,DHP
,S167,"286","2566","2586",{B610BD24-1B1C-4FFD-B6A0-1518C18C3E66},"359",VOPA_067,DISPO,,,,,"25",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,,NON,la dame veut un arbre de remplacement rapidement 06/04/2021,PLANTA,2022,TVERTE,Profond,O,2021-09-09T13:33:33.000,TVJV,,DHS
,S167,"287","2567","2587",{1FC62CFA-8207-444D-8CF2-EC21F313E248},"4350",VOPA_121,ARBRE,QUAL,"1",3.1,6,,EMPRI,PUB,AUC,AUC,AUC,LAMPFO,AUC,AUC,AUC,AUC,AUC,AUC,"0",NON,,ARROSA,2021,WESTHA,,N,,,,DHP
,S169,"288","2568","2588",{E7F9C801-183A-42F4-97DA-E8EE100B0D85},"376",VOPA_109,ARBRE,SYRE,"1",,,"16",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,FAEBC,BLLBS,BRABC,"75",NON, ,ELTAFO,2023,TVERTE, ,O,2021-09-10T14:09:27.000,TVJV,,DHP
,S169,"289","2569","2589",{E88C6266-BDE7-4A9D-A9FD-9DCC49B09E0A},"364",VOPA_109,ARBRE,GIBI,"1",3.2,5.8899999,,EMPRI,PUB,AUC,TUTSS1,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"0",NON, ,RETUSE,2022,WESTGA, ,N,,,,DHP
,S169,"290","2570","2590",{3D43D0F9-DE72-456B-86BD-5C37C3BBAB62},"360",VOPA_109,ARBRE,FRPE,"1",,,"61",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,TEMCI,AUC,DEP25,"70",NON,"petites branches mortes, TREEAZIN",INSPRE,2022,TVERTE,dépérissement à surveiller (ADF),O,2021-09-10T14:53:00.000,TVJV,,DHP
,S169,"291","2571","2591",{665FD21E-7278-4ED0-B10D-D736CFF5E18D},"356",VOPA_109,ARBRE,SYRE,"1",,,"17",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"80",NON, ,AUC,,, ,O,2021-09-10T15:01:32.000,TVJV,,DHP
,S169,"292","2572","2592",{E88D5155-E934-46D0-A045-DB3D4F4524F7},"348",VOPA_109,ARBRE,ACPLCK,"1",,,"25",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"80",NON, ,AUC,,, ,O,2021-09-10T15:06:49.000,TVJV,,DHP
,S169,"293","2573","2593",{9E3BAF7B-1646-4D84-8F36-ECF465EA70DC},"346",VOPA_109,DESACT,,,3,5.8899999,,EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"0",NON, ,,,, ,N,,,,DHP
,S169,"294","2574","2594",{56122541-4493-4116-A79C-E390F51D7315},"326",VOPA_109,DISPO,CICA,"1",3.3,6,,EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"70",NON,Essence choisie par la résidente,PLANTA,2021,WESTGA,,N,,,,DHP
,S169,"295","2575","2595",{E925D303-D8C1-4399-BB67-5D6099AE59B6},"326",VOPA_109,ARBRE,SYRE,"1",,,"20",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,NECCI,GELCI,CVLTR,DEP25,"70",NON,,ELASSA,2023,TVERTE, ,O,2021-09-10T15:41:20.000,TVJV,,DHP
,S169,"296","2576","2596",{692B98F7-3F05-43BA-85C5-C0C4BCBBB13C},"322",VOPA_109,ARBRE,PIPU,"1",,,"40",EMPRI,PUB,AUC,AUC,AUC,SIGNAL,AUC,AUC,AUC,AUC,AUC,AUC,"80",NON,enseigne,AUC,,, ,O,2021-09-10T15:43:03.000,TVJV,,DHP
,S158,"297","2577","2597",{73E6F271-D31E-4127-B3B5-20711E2178A2},"320",VOPA_109,ARBRE,ACFRAB,"1",3.3,5.9699998,,EMPRI,PUB,AUC,TUTSS1,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,,NON,Latérale,RETUSE,2022,WESTGA,,N,,,,DHP
,S170,"298","2578","2598",{03D022E8-C58C-406D-B091-78EEC7466D9A},"331",VOPA_109,ARBRE,BENI,"1",3,6.8000002,,EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,,NON,,,,,,N,,,,DHP
,S170,"299","2579","2599",{4946A0A8-8E4A-41DA-B6FA-2B60554D4FCC},"357",VOPA_109,DISPO,CICA,"1",3.3,6.8,,EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"0",NON,Cercis canadensis,PLANTA,2021,WESTGA,,N,,,,DHP
,S170,"300","2580","2600",{3FDE1A23-150F-47B7-B27C-C3B662A1878A},"365",VOPA_109,ARBRE,GIBIPS,"1",2.9000001,6.8000002,,EMPRI,PUB,AUC,TUTSS1,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"0",NON, ,RETUSE,2022,WESTGA, ,N,,,,DHP
,S171,"301","2581","2601",{3BE433DC-D07F-41DD-9259-1A1E06322B82},"4324",VOPA_121,ARBRE,ACPL,"1",,,"27",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,RAETR,AUC,AUC,"80",NON,petite blessure sur le tronc,AUC,,, ,O,2021-09-14T18:29:05.000,TVJV,,DHP
,S171,"302","2582","2602",{745F6DFC-D04F-4CCF-93F3-2C14856A254F},"374",VOPA_068,ARBRE,ACPLCK,"1",,,"14.000000",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"70",NON,Chancre!,ABSECT,2022,WEEQIN, ,N,,,,DHP
,S171,"303","2583","2603",{E80C0086-B1A1-43F1-B7D1-72BC5A0F86D5},"372",VOPA_068,ARBRE,MASP,"1",,,"17",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"80",NON," terre ajouté, manque de collet racinaire",AUC,,, ,O,2021-09-14T18:06:46.000,TVJV,,DHP
,S171,"304","2584","2604",{1597FCC1-C195-4EF5-843B-01FD78859896},"366",VOPA_068,DESACT,,,,,,EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"0",NON,Bloque la vue.  Déjà  grosse épinette,AUC,,, ,N,,,,DHP
,S171,"305","2585","2605",{104AE674-9EFD-4ED3-B602-724E96C65F6C},"362",VOPA_068,ARBRE,ULXXTR,"1",2.5,6,,EMPRI,PUB,AUC,TUTSS1,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"90",NON,,RETUSE,2022,WESTGA,,N,,,,DHP
,S171,"306","2586","2606",{1B6F53CE-CE96-494E-A9E5-DDFD7670BF66},"356",VOPA_068,ARBRE,MASP,"1",,,"24",EMPRI,PUB,AUC,TUTSS2,AUC,AUC,AUC,AUC,AUC,AUC,AUC,DEP51,"30",NON,un pieu et les fils mÃ©talliques sont encastrÃ©s dans l'arbre. Enlever les tuteurs,ABSECT,2022,TVERTE, ,O,2021-09-14T17:19:11.000,TVJV,,DHP
,S171,"307","2587","2607",{9AF048A7-73EE-4733-9D0A-7F75B8029D9F},"356",VOPA_068,ARBRE,ACPL,"1",,,"23",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,FAETR,BCDCI,AUC,"80",NON, ,ELTAFO,2022,TVERTE," maintenir dominance de la tige terminale, réduire tête codominante S",O,2021-11-02T15:01:38.000,TVJV,,DHP
,S171,"308","2588","2608",{E2972F38-B36D-4C39-85A1-8D1FBA83FA8B},"350",VOPA_068,ARBRE,ACPLCK,"1",,,"28",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"90",NON, ,AUC,,, ,O,2021-09-14T15:43:47.000,TVJV,,DHP
,S171,"309","2589","2609",{C7460B92-9587-434B-BA67-67F546E0DED3},"344",VOPA_068,ARBRE,ACPLCK,"1",,,"16",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,CHETR,AUC,AUC,BLMTR,"50",NON,grosse blessure au pied,ABSECT,2024,TVERTE, chancre important sur tige terminale malgré cime fournie,O,2021-09-14T15:29:25.000,TVJV,,DHP
,S174,"310","2590","2610",{BC9BC4DD-59D4-433B-BE6A-45CFB6639F02},"0",VOPA_068,DISPO,QUAL,,,6.9,,EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,,NON,,PLANTA,2021,,Lettre,N,,,,DHP
,S174,"311","2591","2611",{901518E0-9EDB-4EA8-A8A3-B94D39448EBC},"0",VOPA_068,ARBRE,ACPL,"1",,,"25",EMPRI,PUB,AUC,AUC,AUC,VOIPUB,AUC,AUC,AUC,AUC,AUC,AUC,"90",NON, ,ELDEGA,2023,TVERTE, ,O,2021-09-14T15:17:50.000,TVJV,,DHP
,S174,"312","2592","2612",{0EC952C1-A13E-410B-AFAF-392C4DCEBBA3},"0",VOPA_068,ARBRE,ULAM,"1",,,,EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"70",NON,"cloture, opprimÃ©",AUC,,, ,N,,,,DHP
,S174,"313","2593","2613",{C3C7C7F4-07AA-4A65-A8EE-91C0EC80107B},"0",VOPA_068,ARBRE,ACPL,"1",,,,EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"70",NON,"affaissement d'Ã©corce sur le tronc, petite fente",AUC,,, ,N,,,,DHP
,S174,"314","2594","2614",{0D37AF5F-EB8F-4E53-A21E-9734787956A4},"0",VOPA_068,ARBRE,ACPL,"1",,,,EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"70",NON,blessure au pied,AUC,,, ,N,,,,DHP
,S174,"315","2595","2615",{0496FBD3-EED7-4F72-B4C3-EAC574992E63},"0",VOPA_068,ARBRE,ACNE,"1",,,,EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"70",NON,"cloture encastrÃ©e dans le pied, houppier inclinÃ©",AUC,,, ,N,,,,DHP
,S174,"316","2596","2616",{5DF54998-979A-40AD-85D1-95505E189659},"0",VOPA_068,ARBRE,ACPL,"1",,,,EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"70",NON,petite blessure au pied,AUC,,, ,N,,,,DHP
,S174,"317","2597","2617",{8C430265-65DD-4DEE-9F51-CCEAA3880DDB},"0",VOPA_068,ARBRE,ACPL,"1",,,,EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"70",NON,cloture. OpprimÃ©,AUC,,, ,N,,,,DHP
,S174,"318","2598","2618",{F0747420-5427-403D-954D-F155F69EA069},"0",VOPA_068,ARBRE,ACPL,"1",,,,EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"70",NON,cloture. OpprimÃ©,AUC,,, ,N,,,,DHP
,S174,"319","2599","2619",{1C23721A-A32F-4102-A9D8-495D87A67145},"0",VOPA_068,ARBRE,ACNE,"1",,,,EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"70",NON,inclinaison,AUC,,, ,N,,,,DHP
,S174,"320","2600","2620",{3E4AA21A-FB1E-46AE-80E2-07F4C2FE466B},"0",VOPA_068,ARBRE,ACSC,"1",,,"27",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,DEP50,"55",NON, DHP estimé,INSPRE,2023,TVERTE," déperissement à surveiller, DHP estimé",O,2021-10-22T19:15:36.000,TVJV,,DHP
,S174,"321","2601","2621",{26A3B6DF-545E-44A0-9240-34A73B169180},"0",VOPA_068,ARBRE,ACPL,"1",,,,EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"70",NON, ,AUC,,, ,N,,,,DHP
,S174,"322","2602","2622",{A2F499CA-2E7E-44F7-84DC-39655242A79B},"0",VOPA_068,ARBRE,ACPL,"1",,,,EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"70",NON,blessure au pied,AUC,,, ,N,,,,DHP
,S174,"323","2603","2623",{327BD0DF-DEA5-4816-939C-FCD22EB16ED2},"0",VOPA_068,ARBRE,ACPL,"1",,,,EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"70",NON, ,AUC,,, ,N,,,,DHP
,S173,"324","2604","2624",{C823D7CF-C107-4AE3-BDC3-24655FE83C13},"374",VOPA_032,ARBRE,GIBI,"2",,,"5,4",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,FAETR,AUC,AUC,"90",NON,"Planté par le citoyen 1 tuteur avec bambou et corde, drageon",ELTAFO,2022,TVERTE, 1 tige retirer ,O,2021-09-16T21:03:43.000,TVJV,,DHP_X
,S173,"325","2605","2625",{86E6CCB3-D72E-4695-9BC2-876E0E0B7483},"360",VOPA_032,ARBRE,MASP,"1",,,,EMPRI,PV,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"70",NON, Construction sur le terrain de l’école ,AUC,,, ,N,,,,DHP
,S173,"326","2606","2626",{50E5C327-4115-48AB-9B93-47BC80D4041E},"360",VOPA_032,ARBRE,MASP,"1",,,,EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"70",NON, ,AUC,,, ,N,,,,DHP
,S173,"327","2607","2627",{0C6BAB09-5E63-4EAA-A337-4540566564FB},"360",VOPA_032,ARBRE,AMCA,"1",,,,EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"70",NON,"cime penchÃ©e, drageons. Poser une tige de bambou pour relever la cime",AUC,,, ,N,,,,DHP
,S173,"328","2608","2628",{56053E39-7B87-41D7-808E-330B0C37F970},"360",VOPA_032,ARBRE,CRCO,"1",3.2,4.21,,EMPRI,PUB,AUC,AUC,AUC,CLOT,AUC,AUC,AUC,AUC,AUC,AUC,"0",NON,,REMPLA,2022,TVERTE,reste une petite souche. probablement mort à cause de la clôture installé récemment. ,O,2021-09-16T20:31:36.000,TVJV,,DHP
,S173,"329","2609","2629",{5A584529-26F7-4072-8082-7EADA82683F0},"360",VOPA_032,ARBRE,ACPL,"1",,,"25",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,BLMRAC,"80",NON,petite blessure sur le tronc,AUC,,, ,O,2021-09-16T20:28:20.000,TVJV,,DHP
,S173,"330","2610","2630",{FF2FD079-2E97-469C-B504-4AB563090CA8},"336",VOPA_032,ARBRE,ACPL,"1",,,,EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"70",NON,drageons,AUC,,, ,N,,,,DHP
,S173,"331","2611","2631",{60C1C7E1-711F-430C-B3DB-50330CD0EBF5},"336",VOPA_032,ARBRE,ACRU,"1",,,"26",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,DEP25,"70",NON, ,AUC,,, ,O,2021-09-14T19:15:16.000,TVJV,,DHP
,S173,"332","2612","2632",{8D8525F3-7BC6-44F7-B879-CA2F6EA4EFB5},"336",VOPA_032,ARBRE,ACPL,"1",,,"21",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,RAETR,AUC,AUC,"75",NON, ,AUC,,, ,O,2021-09-14T19:17:02.000,TVJV,,DHP
,S178,"333","2613","2633",{4D92A51F-6555-497E-8C93-DF7402A009CB},"349",VOPA_032,ARBRE,MASP,"1",,,"27",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"80",NON,blessure au pied,AUC,,, ,O,2021-09-16T20:20:18.000,TVJV,,DHP
,S178,"334","2614","2634",{80F20637-C4B0-49BD-9086-BFDFE2F95E8C},"363",VOPA_032,ARBRE,ACSC,"1",,,"29",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"80",NON, ,AUC,,, ,O,2021-09-16T20:12:54.000,TVJV,,DHP
,S178,"335","2615","2635",{6F7E6C81-6BC8-4C4A-98A8-7433938088B2},"381",VOPA_032,ARBRE,SYRE,"1",,,"21",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,INCTR,AUC,AUC,"70",NON,"une branche va bientot arrachÃ©e, citoyen demande de couper une branche basse dans son entrÃ©e car l'accroche souvent",AUC,,, ,O,2021-09-16T20:10:47.000,TVJV,,DHP
,S178,"336","2616","2636",{E50C2D02-4BD1-4019-8354-7047AE03426D},"385",VOPA_032,DESACT,,,3.5,3.64,,EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"0",NON, refus citoyen,,,,,N,,,,DHP
,S178,"337","2617","2637",{641082E4-9C2A-433C-B970-3800F8761B2E},"399",VOPA_032,ARBRE,MASP,"1",,,"29",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,RASRAC,AUC,AUTRAC,"70",NON,"batiment, enseignes cachées par les branches et entravent la marche sur le trottoir. Demande faite par le propriétaire de les couper. Branches adventives.  Racines structurales exposees",AJTERR,2021,TVERTE,,O,2021-09-16T19:58:25.000,TVJV,,DHP
,S178,"338","2618","2638",{BFF9166F-D2C3-4D44-831F-EF27F482399C},"399",VOPA_032,ARBRE,ACRU,"1",,,"26",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"75",NON,"blessure sur le tronc, carence minérale",AUC,,, ,O,2021-09-16T19:55:36.000,TVJV,,DHP
,S178,"339","2619","2639",{6F37E613-0CF4-4BC9-97C2-E320FAFB0604},"399",VOPA_032,ARBRE,ACRU,"1",,,"24",EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"80",NON,,AUC,,, ,O,2021-09-16T19:53:54.000,TVJV,,DHP
,S202,"340","2620","2640",{F83CB828-AFB4-47C4-BD85-E503EACCA158},"399",VOPA_032,ARBRE,ACRU,"1",,,,EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"70",NON,"carence minÃ©rale, petites blessures sur une branche",AUC,,, ,N,,,,DHP
,S202,"341","2621","2641",{63189CF7-74EE-4B62-9983-2E1C67858E95},"399",VOPA_032,ARBRE,ACPLCO,"1",,,,EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,"70",NON,"grosse blessure sur le tronc, branches adventives",AUC,,, ,N,,,,DHP
,S202,"342","2622","2642",{954DB1A7-04A6-4E53-A837-B8E7253A7085},"396",VOPA_087,ARBRE,TICO,"1",2.7,2.7,,EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,,NON,Tilia cordata 'Corzam',ARROSA,2021,WESTHA,,N,,,,DHP
,S202,"343","2623","2643",{B382705B-071B-4427-AD7A-00EDE1123711},"396",VOPA_087,ARBRE,TICO,"1",2.9,3.4,,EMPRI,PUB,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,AUC,,NON,Tilia cordata 'Corzam',ARROSA,2021,WESTHA,,N,,,,DHP
