Site_Code,fid,OBJECTID,SITE_REF,GlobalID_2,NUM_CIVIC,VOIE_ESPVT,ESSENCE,DIAMETRE (CM),TYPE_EMP,PROPRIETE,CMTS,PRESC_PLAN,PRESC_PRIO,PRESC_ID,PRESC_CMTS,INV_REAL,INV_DATE,INV_ID,DESC_COMM,TYP_DIAM
S216,611,4132,4165,{6AF52050-0EC5-4B0C-A4B6-DFE28A3E21C9},4101,VOPA_121,ACPL,70,EMPRI,PUB, ,ABSECT,90,TVERTE," branche primaire dangereux avec chancre important, bois mort en cime >10cm",O,2021-09-23T15:23:02.000,TVJV,,DHP
S219,612,4133,4166,{76683BD6-78D9-4E8E-85F2-7674EFBBE29B},4101,VOPA_121,PIPU,12,EMPRI,PUB, ,AUC,,, ,O,2021-09-23T15:08:59.000,TVJV,,DHP
S200,613,4134,4167,{E2B0E2C8-FFB9-4343-80B3-8F67BEB44ACA},3055,VOPA_121,ACSC,41,EMPRI,PUB, ,INSPRE,2023,TVERTE, dépérissement et inclinaison à surveiller,O,2021-09-27T15:54:09.000,TVJV,,DHP
S200,614,4135,4168,{56F6D68A-8144-4756-861E-61F1BF49CAD7},3055,VOPA_121,ACRU,46,EMPRI,PUB, ,ELASSA,2023,TVERTE, ,O,2021-09-27T15:56:41.000,TVJV,,DHP
S200,615,4136,4169,{86EB7FAD-3C4F-4418-A9FB-D2961AF4E07A},3055,VOPA_121,ACSA,104,EMPRI,PUB,"Major limb rupture 6/10/17, construction site summer 2017",ELASSA,2022,TVERTE,blessures en hauteur à voir aussi,O,2021-09-27T16:04:57.000,TVJV,,DHP
S200,616,4137,4170,{E68A0985-B063-487E-BF02-512F65169C6D},3055,VOPA_121,ACSA,104,EMPRI,PUB, ,ABSECT,2023,TVERTE,,O,2021-09-23T20:47:56.000,TVJV,,DHP
S221,654,4175,4208,{679BE79A-8041-4736-B197-5E552D2612B5},43,VOPA_008,ACPL,51,EMPRI,PUB,"MortalitÃ© apicale sur une des tÃªtes plaies Ã  la base de lâ€™arbre Arbre qui pourrait Ãªtre Ã©tirÃ©,",INSPRE,2023,,,N,,,,DHP
S221,655,4176,4209,{4BFB01BD-FDC5-4260-A46C-DBE7F11913DA},41,VOPA_008,ACSA,64,EMPRI,PUB,Branches touching house,ELASSA,2024,TVERTE,,O,2021-09-23T21:00:41.000,TVJV,,DHP
S221,656,4177,4210,{5CEEB593-5AFE-4C29-BB5D-AF80F55A8892},35,VOPA_008,ACSA,80,EMPRI,PUB, ,ELDEGA,2022,WEEQIN, TV: dÃ©gagement bÃ¢timent,N,,,,DHP
S221,657,4178,4211,{0006C943-ED32-4489-8C03-8238F839DA60},31,VOPA_008,ACPL,34,EMPRI,PUB, ,ABSECT,2023,TVERTE, ,O,2021-09-23T21:04:57.000,TVJV,,DHP
S221,660,4181,4214,{C9421103-73B3-446A-925A-F3FD1EB85EF1},21,VOPA_008,ACRU,12,EMPRI,PUB, ,AUC,,, ,O,2021-09-27T16:21:15.000,TVJV,,DHP
S221,661,4182,4215,{37F21C96-754D-4ED2-9CE4-77521EF13482},21,VOPA_008,ACPL,37,EMPRI,PUB, ,ABSECT,2023,TVERTE, ,O,2021-09-27T16:26:42.000,TVJV,,DHP
S226,662,4183,4216,{2A36A015-FC61-4622-9298-4C40998CDF0A},19,VOPA_008,PIPU,12,EMPRI,PUB, ,AUC,,, ,O,2021-09-27T15:30:54.000,TVJV,,DHP
S226,663,4184,4217,{C4430D89-6B46-47DF-A77B-9FD24643F6E4},19,VOPA_008,PIPU,24,EMPRI,PUB, ,ELDEGA,2024,TVERTE, vignes à retirer,O,2021-09-27T15:29:35.000,TVJV,,DHP
S226,664,4185,4218,{7D240551-2106-4F1B-AE08-285B1EAB0972},19,VOPA_008,PIPU,13,EMPRI,PUB, ,AUC,,, ,O,2021-09-27T15:28:32.000,TVJV,,DHP
S226,665,4186,4219,{342628B9-1AA4-4D4C-895E-38F48A099BC8},19,VOPA_008,PIPU,16,EMPRI,PUB, ,AUC,,, ,O,2021-09-27T15:27:21.000,TVJV,,DHP
S226,666,4187,4220,{14311E9F-7AD1-4EF8-9D66-24BFE884F2A4},19,VOPA_008,PIPU,29,EMPRI,PUB, ,AUC,,, ,O,2021-09-27T15:26:23.000,TVJV,,DHP
S226,667,4188,4221,{FFB63671-7D99-4D16-9120-9F384833E2CE},19,VOPA_008,PIPU,41,EMPRI,PUB, ,AUC,,, ,O,2021-09-27T15:24:53.000,TVJV,,DHP
S226,668,4189,4222,{182DFE82-685D-4EE4-966F-6FC152BE5582},19,VOPA_008,PIPU,15,EMPRI,PUB, ,AUC,,, ,O,2021-09-27T15:23:57.000,TVJV,,DHP
S226,669,4190,4223,{80E66ED6-2F9D-4ED2-AFEE-E49D3F0E2D5A},19,VOPA_008,PIPU,25,EMPRI,PUB, ,AUC,,, ,O,2021-09-27T15:23:11.000,TVJV,,DHP
S226,670,4191,4224,{28FBB17D-6C9A-4632-AAC1-384505FA8C21},19,VOPA_008,PIPU,23,EMPRI,PUB, ,AUC,,, ,O,2021-09-27T15:22:11.000,TVJV,,DHP
S226,671,4192,4225,{CB310615-EE69-438C-A53D-6AD5E09A4DC3},19,VOPA_008,PIPU,23,EMPRI,PUB, ,AUC,,, ,O,2021-09-27T15:21:23.000,TVJV,,DHS
S226,672,4193,4226,{3209A25D-8699-41F4-AB35-F04AFEC13F74},19,VOPA_008,PIPU,12,EMPRI,PUB, ,AUC,,, ,O,2021-09-27T15:20:06.000,TVJV,,DHP
S226,673,4194,4227,{601A459D-DA2F-4153-BA4C-C16407BCA816},19,VOPA_008,ACSA,126,EMPRI,PUB,Quelques branches tertiaires mortes surplombant la rue (aucun stationnement permis).,INSPRE,2023,TVERTE, surveiller dépérissement,O,2021-09-27T15:18:50.000,TVJV,,DHP
S226,674,4195,4228,{9D06DBB7-8869-4F3B-8B45-601B504553E0},19,VOPA_008,PIPU,16,EMPRI,PUB, ,AUC,,, ,O,2021-09-27T15:12:25.000,TVJV,,DHP
S226,675,4196,4229,{81E9DE9F-BFBD-4CA8-B3B9-99146394C28D},19,VOPA_008,PIPU,14,EMPRI,PUB, ,AUC,,, ,O,2021-09-27T15:11:42.000,TVJV,,DHP
S226,676,4197,4230,{E8547BBC-722B-4E91-9D79-B2B79C64775A},19,VOPA_008,PIPU,16,EMPRI,PUB, ,AUC,,, ,O,2021-09-27T15:10:56.000,TVJV,,DHP
S226,677,4198,4231,{522F6C5A-B42A-436E-AECB-2D36B0F84613},19,VOPA_008,PIPU,21,EMPRI,PUB, ,AUC,,, ,O,2021-09-27T15:09:52.000,TVJV,,DHP
S226,678,4199,4232,{A20DB97F-C413-4E72-B0E8-08D977089AB6},19,VOPA_008,PIPU,19,EMPRI,PUB, ,AUC,,, ,O,2021-09-27T15:08:39.000,TVJV,,DHP
S226,679,4200,4233,{139EDDED-6038-4815-AE02-6C3211430538},19,VOPA_008,PIPU,30,EMPRI,PUB, ,AUC,,, ,O,2021-09-27T15:07:47.000,TVJV,,DHP
S226,680,4201,4234,{9A9B39A3-BEE8-4370-90BE-9D93856146D8},19,VOPA_008,PIPU,19,EMPRI,PUB, ,AUC,,, ,O,2021-09-27T15:06:46.000,TVJV,,DHP
S226,683,4204,4237,{E78B8F91-48BB-46F5-B367-FD88D04D1096},1,VOPA_036,ACSA,56,EMPRI,PUB, ,ELDEGA,2023,TVERTE, ,O,2021-09-27T16:32:11.000,TVJV,,DHP
S226,684,4205,4238,{B36491E6-68E3-4D61-8EBB-C62EF18BD840},3,VOPA_036,ACFRAB,23,EMPRI,PUB,"Maple mite galls anthracnoses, ",ELALLE,2023,TVERTE,reduire les branches codominantes,O,2021-09-27T16:35:45.000,TVJV,,DHP
S226,685,4206,4239,{4FA333F9-62BA-4032-BF0C-4C791848080C},5,VOPA_036,ACPL,66,EMPRI,PUB, ,ABSECT,2022,WESTGA," There is fungus spreading up and down the trunk, on the house side, where a limb with included bark was removed. PD Oct 5, 2020.",O,2021-01-07T14:12:16.000,WESTGA,,DHP
S226,686,4207,4240,{CF40650F-A729-44A5-992F-5A072893F9D5},9,VOPA_036,ACSA,73,EMPRI,PUB, ,AUC,,,,O,2021-09-27T16:39:29.000,TVJV,,DHP
S226,689,4210,4243,{667AEB3A-9FD1-496F-903F-0F5C0CA6E9B8},23,VOPA_036,ACSA,79,EMPRI,PUB, ,ELDEGA,2022,TVERTE, ,O,2021-09-27T17:06:06.000,TVJV,,DHP
S226,690,4211,4244,{6FE3FF60-947D-4A6E-9CCE-4564F4239B22},25,VOPA_036,FRPE,45,EMPRI,PUB, cime en rejets,INSPRE,2022,TVERTE, surveiller ADF,O,2021-09-27T17:09:25.000,TVJV,,DHP
S226,691,4212,4245,{9A2FAAFA-B290-4097-8D93-C62A8DAE9A90},27,VOPA_036,ACSC,46,EMPRI,PUB, ,ELASSA,2023,TVERTE, ,O,2021-09-27T17:14:59.000,TVJV,,DHP
S220,693,4214,4247,{2848357E-766B-4719-BD3F-33BD0FA575E1},31,VOPA_036,ACPL,32,EMPRI,PUB, lumières installés sur tronc,ABSECT,2024,TVERTE, carie au pied important 50% du collet,O,2021-09-23T14:17:40.000,TVJV,,DHP
S220,694,4215,4248,{86AE38A1-5DDA-4355-9E75-E9496EC1AE94},31,VOPA_036,CICA,8,EMPRI,PUB,Essence choisie par le citoyen,ARROSA,2021,WESTHA,,N,,,,DHP
S220,695,4216,4249,{FDFD9FC8-DA1D-494A-A9C7-6F5ED8D12410},0,VOPA_151,ACPL,14,ILOT,PUB, ,ABDIRE,2024,TVERTE, ,O,2021-09-23T14:09:54.000,TVJV,,DHP
S223,696,4217,4250,{280DBD9E-53FF-451A-979F-1D37886DF4F6},20,VOPA_036,ACSA,64,EMPRI,PUB, ,ELDEGA,2022,TVERTE, ,O,2021-09-27T17:17:28.000,TVJV,,DHP
S223,697,4218,4251,{4E6780F4-25DB-4683-B165-C7C2F7D39E48},18,VOPA_036,ACSA,71,EMPRI,PUB, ,ELDEGA,2023,TVERTE, suppression de gourmands aussi + decrochage de branches oct 21,O,2021-09-27T17:12:28.000,TVJV,,DHP
S223,698,4219,4252,{581E7A11-27BE-41CD-80F6-A1CA0A30700D},16,VOPA_036,QURU,7,EMPRI,PUB, ,ARROSA,2021,WESTHA,,N,,,,DHP
S223,699,4220,4253,{D10858B2-259C-4ED4-ADF2-721C8A736CC7},10,VOPA_036,ACFRAB,45,EMPRI,PUB, lumières installés sur l'arbre,ELALLE,2023,TVERTE," réduire la tête codominante côté N, dégagement aussi",O,2021-09-27T16:54:48.000,TVJV,,DHP
S223,700,4221,4254,{1599C5B6-68B1-4439-B72B-F90B4921E8DE},4,VOPA_036,ACPL,64,EMPRI,PUB, fentes au tronc et faiblesse fourche primaire,HAFLSS,2023,TVERTE,dégagement bâtiment aussi,O,2021-11-02T16:44:53.000,TVJV,,DHP
S223,701,4222,4255,{86096800-AF61-4E56-BDF9-6B282CC17DF3},2,VOPA_036,ACPL,60,EMPRI,PUB, ,ELDEGA,2024,TVERTE, Leaves drying out and some leaf cutter.,O,2021-09-27T16:42:42.000,TVJV,,DHP
S221,702,4223,4256,{89FAE358-0A72-4206-A138-6125038A1F8D},425,VOPA_151,ACSA,49,EMPRI,PUB, ,INSPRE,2024,, TV: cime clairsemÃ©,N,,,,DHP
S220,703,4224,4257,{90641FD2-79D4-42A2-B342-1DB184F4E2C9},425,VOPA_151,MGSP,"12,12",EMPRI,PUB, ,AUC,,, ,O,2021-09-23T14:44:30.000,TVJV,,DHP_X
S220,704,4225,4258,{330F12A3-BAEC-4836-A487-5B8E7B25D76C},425,VOPA_151,ACPL,82,EMPRI,PUB,"fentes aux branches primaires, blessure d'elagage sévère près de la fourche primaire carie au tronc",ELASSA,2022,TVERTE,,O,2021-09-23T14:41:36.000,TVJV,,DHP
S220,705,4226,4259,{54C93210-1DBE-4E69-98DA-A1D1AC103460},427,VOPA_151,ACSC,50,EMPRI,PUB, ,AUC,,, ,O,2021-09-23T14:34:08.000,TVJV,,DHP
S220,706,4227,4260,{9B67722B-D446-4307-A8B7-FBA47712AF1F},427,VOPA_151,ACPLCK,37,EMPRI,PUB, ,ELDEGA,2024,TVERTE, petites branches mortes en cime à retirer aussi,O,2021-09-23T14:23:26.000,TVJV,,DHP
S223,707,4228,4261,{99AF4B12-85F0-4DEB-810C-B0A7532242C0},427,VOPA_151,ACSA,65,EMPRI,PUB, ,ELDEGA,2023,TVERTE, ,O,2021-09-27T17:19:53.000,TVJV,,DHP
S219,708,4229,4262,{D7A0C959-935B-4361-A2A3-E90B6B1134EE},414,VOPA_151,ACPL,28,EMPRI,PUB, ,ELASSA,2023,TVERTE," deux têtes croisés, dégagement bâtiment",O,2021-09-23T15:08:09.000,TVJV,,DHP
S219,709,4230,4263,{54DFC216-FBC5-44E6-B639-6DEF4C6BA22E},416,VOPA_151,TIAM,31,EMPRI,PUB,,ELCOMP,2023,TVERTE,  allègement branches codominantes fourche primaire et secondaire et chirurgie racine côté NE,O,2021-09-23T15:04:03.000,TVJV,,DHP
S219,710,4231,4264,{3FC4FA9A-430C-423E-834F-A8C76C878376},420,VOPA_151,ACPL,65,EMPRI,PUB, ,ELCOMP,2022,,Structure + Degagement + assainissement surtout,N,,,,DHP
S219,711,4232,4265,{F743E87F-E9A2-4D76-8BE5-305940B0E74E},484,VOPA_151,ACPL,79,EMPRI,PUB, ,ABSECT,2023,TVERTE," Dead branches TV: arbre asymétrique chancre SW, déchirure branche secondaire
TVJV  blessure sévère avec carie sur  br secondaire côté E et plusieurs branches surplombantes en cime (défauts à corriger en hauteur laisserait peu de cime vivante à la fin), défauts au tronc importants aussi",O,2021-09-23T13:30:32.000,TVJV,,DHP
S219,713,4234,4267,{0A51942F-B5E5-45CC-925F-434CD4368630},430,VOPA_151,GIBI,57,EMPRI,PUB,Citoyens difficiles. Demandes que le contracteur respecte les consignes pour l’arbre public. ,INSPRE,2022,TVERTE,"  excavation récente E,S O avec aucuns mesures de protection. 28sept travaux vérifiés et conforme",O,2021-09-23T14:52:13.000,TVJV,,DHP
S219,714,4235,4268,{D5D9DCCA-279E-4B6E-96BE-8FA273E76FD7},434,VOPA_151,ACPL,28,EMPRI,PUB, ,,,,,O,2021-09-23T14:31:57.000,TVJV,,DHP
S219,715,4236,4269,{8ED2171D-8B17-4EC7-81C0-568EC865213B},462,VOPA_151,GLTRIN,37,EMPRI,PUB, ,AUC,,,,O,2021-09-23T14:06:40.000,TVJV,,DHP
S219,717,4238,4271,{B2FCB9F3-A396-495A-9C7D-FC9B275D4B96},500,VOPA_151,ACRU,26,EMPRI,PUB, ,ELDEGA,2023,TVERTE, ,O,2021-09-23T12:55:03.000,TVJV,,DHP
S246,718,4239,4272,{3A887116-0D5F-46C9-A432-487886920325},500,VOPA_151,ACPLCO,24,EMPRI,PUB, ,AUC,,, ,O,2021-09-21T19:48:42.000,TVJV,,DHP
S246,719,4240,4273,{11170ACB-00C0-4296-B413-ED07F4239FD5},500,VOPA_151,ACPLCO,25,EMPRI,PUB, ,AUC,,, ,O,2021-09-21T19:47:16.000,TVJV,,DHP
S246,720,4241,4274,{9E7D7005-D4E2-4F04-A159-87CECFF87BB3},500,VOPA_151,ACPL,34,EMPRI,PUB, faiblesse d'embranchement au tronc,ELCOMP,2023,TVERTE, dégagement et allègement des branches codominantes,O,2021-09-21T19:45:52.000,TVJV,,DHP
S220,721,4242,4275,{54842610-675D-440F-B762-E48C555547E4},0,VOPA_151,ACPL,33,ILOT,PUB, br secondaires surplombantes,ELCOMP,2023,TVERTE, assainissement et allègement,O,2021-09-23T12:59:58.000,TVJV,,DHP
S220,723,4244,4277,{A5FF27AA-B055-4248-A9A8-C4FBC23DC283},38,VOPA_057,ACSA,90,EMPRI,PUB, faiblesse d'embranchement fourches primaire et secondaires,HAFLSD,2023,TVERTE,haubanage polygonale dégagement bâtiment aussi,O,2021-09-23T13:05:06.000,TVJV,,DHP
S228,724,4245,4278,{CAB6E324-5417-4A29-8216-0F7FF16F9951},38,VOPA_057,ACSA,62,EMPRI,PUB, ,AUC,,, ,O,2021-10-20T11:56:36.000,TVJV,,DHP
S228,725,4246,4279,{FB542E02-370F-444B-8A46-0878985FCA58},36,VOPA_057,QURU,56,EMPRI,PUB,,ELASSA,2023,TVERTE,,O,2021-09-27T13:44:16.000,TVJV,,DHP
S228,726,4247,4280,{3D3A9A32-D409-4ECC-AFDA-324302603683},34,VOPA_057,ACSA,85,EMPRI,PUB, ,,,,,O,2021-10-20T11:53:14.000,TVJV,,DHP
S228,727,4248,4281,{270905AB-8D50-4571-97AC-5F8E3A72A0D8},28,VOPA_057,QUAL,67,EMPRI,PUB, deux têtes codominantes,ELASSA,2023,TVERTE, ,O,2021-09-27T14:05:09.000,TVJV,,DHP
S228,728,4249,4282,{04921368-60D3-4F00-B4B2-84218311B800},26,VOPA_057,ACSA,63,EMPRI,PUB, ,ELCOMP,2021,WEEQIN," -TV: ancien rabattage, dÃ©gagement bÃ¢timent et Ã©lagage assainissement aussi (bois mort)",N,,,,DHP
S228,729,4250,4283,{B3B01D0C-80C1-47B3-9E4E-9079A58C6073},26,VOPA_057,ACPLCK,38,EMPRI,PUB, ,INSPRE,2023,TVERTE," excavation O,S, état à suivre",O,2021-09-27T14:16:42.000,TVJV,,DHP
S228,730,4251,4284,{9D265D2B-DC55-494A-96E9-FE41675888DC},24,VOPA_057,ACSA,68,EMPRI,PUB, ,ELCOMP,2022,TVERTE," assainissement et dégagement, réduire la branche secondaire N avec deux cavités importants",O,2021-09-27T14:22:40.000,TVJV,,DHP
S228,731,4252,4285,{26C5D313-8212-44A6-9308-4CBC00797C24},24,VOPA_057,ACPLCK,47,EMPRI,PUB,,ELASSA,2023,TVERTE," chancre à la tête important, faut retirer",O,2021-09-27T14:28:45.000,TVJV,,DHP
S228,732,4253,4286,{3F07CC2B-D3B4-4245-A905-C24C4A59809A},20,VOPA_057,ACFRAB,63,EMPRI,PUB," branche adventive développé touchant la branche secondaire, deux têtes codominantes",ELCOMP,2023,TVERTE," assainissement dégagement, suppression de gourmands",O,2021-09-27T14:47:11.000,TVJV,,DHP
S228,733,4254,4287,{8F892087-D3B6-4CE4-B06B-77C624E306CF},20,VOPA_057,TICO,70,EMPRI,PUB, ,ABSECT,90,TVERTE, ,O,2021-09-27T14:55:21.000,TVJV,,DHP
S228,734,4255,4288,{4AD42BE9-B3E9-4266-9C7F-B3EB167183EB},18,VOPA_057,ACSC,62,EMPRI,PUB, racine encerclante et carie au tronc non-exposé,HAFLSS,2022,TVERTE, assainissement et dégagement bâtiment aussi,O,2021-09-27T15:00:09.000,TVJV,,DHP
S163,735,4256,4289,{05F23DC5-1C94-453F-BDB6-5832052FC884},23,VOPA_057,PIPU,30,EMPRI,PUB, ,AUC,,, ,O,2021-09-27T14:36:37.000,TVJV,,DHP
S246,736,4257,4290,{9A149997-102D-46BE-99F8-B816D20493B7},499,VOPA_043,ACPL,26,EMPRI,PUB, ,ELDEGA,2022,TVERTE,,O,2021-09-21T19:39:18.000,TVJV,,DHP
S163,737,4276,4309,{EEA67307-59FF-4991-AFA1-D3F3588BD100},23,VOPA_057,PIAB,42,EMPRI,PUB, ,AUC,,, ,O,2021-09-27T14:35:17.000,TVJV,,DHP
S163,738,4277,4310,{D7092596-F960-4E53-A5F3-C6C5D93DC73D},23,VOPA_057,PIPU,28,EMPRI,PUB, ,AUC,,, ,O,2021-09-27T14:34:15.000,TVJV,,DHP
S163,739,4278,4311,{7239EF84-88CE-41A2-BA49-3220D64A4C77},27,VOPA_057,ACSA,83,EMPRI,PUB, ,ELCOMP,2022,, interfÃ©rences,N,,,,DHP
S163,740,4279,4312,{D16D1A07-0390-463E-BD81-191F44D6D1B1},27,VOPA_057,ACPLCK,41,EMPRI,PUB, ,ELALLE,2024,TVERTE, ,O,2021-09-27T14:10:27.000,TVJV,,DHP
S163,741,4280,4313,{B5EA0F1C-89CF-4BC4-9B6E-9F423B01C5CE},31,VOPA_057,ACPLCK,52,EMPRI,PUB, ,ELDEGA,2024,TVERTE, ,O,2021-09-27T14:01:17.000,TVJV,,DHP
S163,742,4281,4314,{8AE96382-987E-4843-90C9-A5B3E46EB979},31,VOPA_057,CEOC,36,EMPRI,PUB," chicot de branche secondaire, coupes d'elagage récentes",ELCOMP,2024,TVERTE," assainissement, dégagement, allègement",O,2021-09-27T13:57:23.000,TVJV,,DHP
S163,743,4282,4315,{05DBF855-E2FB-4A30-B2DB-3DFD05CDBDD8},33,VOPA_057,SYRE,13,EMPRI,PUB, ,AUC,,, ,O,2021-09-27T13:50:13.000,TVJV,,DHP
S163,744,4283,4316,{2BE8D634-2F91-439C-94B4-5132AFDA08F7},35,VOPA_057,ACSA,83,EMPRI,PUB, ,ELCOMP,2023,TVERTE, dégagement et assainissement,O,2021-09-27T13:48:33.000,TVJV,,DHP
S163,745,4284,4317,{97219299-7453-4995-950E-62EA337361A5},37,VOPA_057,ACSA,93,EMPRI,PUB, ,ELASSA,2023,TVERTE, ,O,2021-09-27T13:39:14.000,TVJV,,DHP
S163,746,4285,4318,{A68FC924-B2E6-4D4B-8AB9-EDA29434A640},39,VOPA_057,ACRU,14,EMPRI,PUB, ,,,,,O,2021-09-27T13:34:45.000,TVJV,,DHP
S163,747,4286,4319,{5D8FC6BF-780A-49B4-83BB-109EF080CD13},39,VOPA_057,ACPL,85,EMPRI,PUB," branches surplombantes en cime, branches croisés en cime. bois mort",HAFLSS,90,TVERTE, haubanage polygonale et assainissement,O,2021-09-27T13:33:12.000,TVJV,,DHP
S163,748,4287,4320,{6DC78BE9-7EA0-4C37-8C0F-A80D83D75960},39,VOPA_057,ACSA,62,EMPRI,PUB, br secondaire surplombant la rue ,HAFLSD,2023,TVERTE, assainissement aussi,O,2021-09-23T12:52:29.000,TVJV,,DHP
S248,749,4288,4321,{3E7FA218-36F1-4FDE-AFA5-4417E4D499A6},41,VOPA_057,ACPLCK,23,EMPRI,PUB, ,AUC,,, ,O,2021-09-21T19:50:00.000,TVJV,,DHP
S248,750,4289,4322,{045D79A3-98A5-4424-B173-AF583E449315},45,VOPA_057,GLTRIN,22,FOSSE,PUB, ,ELCOMP,2021,WEEQIN, Climbing required,N,,,,DHP
S248,751,4290,4323,{3853A162-F477-47AF-86B9-ED888646C621},47,VOPA_057,SYRE,12,EMPRI,PUB, ,AUC,,, ,O,2021-09-21T19:53:32.000,TVJV,,DHP
S248,752,4291,4324,{2CBB09C0-A4FE-4A15-9D9E-39493E6353DA},53,VOPA_057,GLTRIN,25,EMPRI,PUB, ,AUC,,, ,O,2021-09-21T19:55:04.000,TVJV,,DHP
S248,753,4292,4325,{43DFB459-54CD-4485-A0C9-EC545FF004AD},55,VOPA_057,SYRE,16,EMPRI,PUB,"Assez gros Sy ri carence en eau je croit, bois mort considÃ©rable, peut Ãªtre aussi manque dâ€™espace pour systÃ¨me racinaire ",ELASSA,2022,WEEQIN,"P. syringae, contact resident Christine Smith with results. -TV: rÃ©inspection dÃ©pÃ©rissement <1an",N,,,,DHP
S248,754,4293,4326,{9D4BC6F8-C77D-491D-93D4-A637F71F8CE0},61,VOPA_057,ACPL,24,EMPRI,PUB, ,ELCOMP,2023,, ,N,,,,DHP
S248,756,4295,4328,{A4E68676-66D1-4374-9DAF-28EFA3D3E85D},69,VOPA_057,ACPL,12,FOSSE,PUB, ,AUC,,, ,O,2021-09-21T19:59:41.000,TVJV,,DHP
S248,757,4296,4329,{802B378D-175A-4C1F-94EF-A0FF667CF256},71,VOPA_057,ACPLDR,24,EMPRI,PUB, ,ELASSA,2023,,"CLIMBING REQUIRED Effort to keep it â€˜Drummondiiâ€™, building clearence. -TV: branches codominantes, maintenir une tige principale",N,,,,DHP
S248,758,4297,4330,{0CFA52C8-A010-45BB-AD32-1F09B731A9C6},75,VOPA_057,SYRE,13,EMPRI,PUB, sol ajouté par citoyen pour aménagement,AUC,,, ,O,2021-09-21T14:30:18.000,TVJV,,DHP
S248,759,4298,4331,{E3304694-5D8C-4302-AC30-56FA99AB600F},85,VOPA_057,ACPLCK,24,EMPRI,PUB, ,AUC,,, ,O,2021-09-21T14:25:09.000,TVJV,,DHP
S246,763,4302,4335,{D2BA5158-1BE2-4D6C-9B4D-2F96C0E059A5},50,VOPA_057,MASP,10,EMPRI,PUB, ,AUC,,, ,O,2021-09-21T19:40:54.000,TVJV,,DHP
S218,764,4303,4336,{D2999EF7-2E7F-48E7-9FC6-5ED90B6A9E47},497,VOPA_043,ACSA,59,EMPRI,PUB, ,ELCOMP,2022,TVERTE," assainissement, dégagement et allègement",O,2021-09-21T19:32:25.000,TVJV,,DHP
S218,766,4305,4338,{0E52EDA0-8056-46BE-8D15-CC81CD7CC327},493,VOPA_043,ACFRAB,60,EMPRI,PUB, ,ELCOMP,2024,WEEQIN, ,N,,,,DHP
S218,767,4306,4339,{377575F7-E26D-4F5C-9DC1-6CF0D7A2400F},465,VOPA_043,SYRE,16,EMPRI,PUB, ,AUC,,, ,O,2021-09-21T19:16:44.000,TVJV,,DHP
S218,768,4307,4340,{7137D6EC-ADB7-4AA2-8FAB-DCA2FFAAA3C8},461,VOPA_043,CGSP,6,EMPRI,PUB,C. x mordenensis 'Snowbird',ARROSA,2021,WESTHA,,N,,,,DHP
S218,769,4308,4341,{F4B8ECAF-0930-485F-9C86-8671091EBB57},459,VOPA_043,ACSA,64,EMPRI,PUB, ,ELDEGA,2023,TVERTE, ,O,2021-09-21T19:07:57.000,TVJV,,DHP
S218,771,4310,4343,{BD075D0F-A726-4A6A-B168-7990C3F6A3CC},455,VOPA_043,ACFRAB,69,EMPRI,PUB, gourmands au tronc,ELCOMP,2024,TVERTE,dégagement et suppression de gourmands,O,2021-09-21T19:12:41.000,TVJV,,DHP
S218,772,4311,4344,{B71E65B0-F9CA-42E9-B1D5-D41BFFEAD4AE},449,VOPA_043,ACPL,28,EMPRI,PUB, ,AUC,2023,,  CLIMBING REQUIRED subordonner une des branches sur l'axe principale pour Ã©viter des bris futurs ,N,,,,DHP
S218,773,4312,4345,{59193E7F-64F4-4971-9116-12DE0F50D180},439,VOPA_043,ACPL,58,EMPRI,PUB,gélivure au tronc et br primaire,ELASSA,2022,TVERTE, ,O,2021-09-21T18:49:15.000,TVJV,,DHP
S218,774,4313,4346,{F3D6B406-F7F4-4AE6-84E5-33CC592D54CD},433,VOPA_043,ACPLCK,20,EMPRI,PUB,"Branches too close to street,  entrance to house, no-parking sign.  Paul",AUC,,,,O,2021-09-21T18:40:21.000,TVJV,,DHP
S217,776,4315,4348,{CA34C0DD-499D-4B18-86CD-EAB8788AB3BE},4131,VOPA_121,ACSA,49,EMPRI,PUB, ,ELASSA,2023,TVERTE, ,O,2021-09-21T18:38:12.000,TVJV,,DHP
S217,778,4317,4350,{AF03FFBB-0286-4CA8-B188-A5376BA93D43},434,VOPA_043,ACPL,63,EMPRI,PUB, ,AUC,,, ,O,2021-09-21T18:42:32.000,TVJV,,DHP
S217,779,4318,4351,{573616A3-98A1-4DB6-93CE-F985BCBFB038},440,VOPA_043,SYRE,26,EMPRI,PUB,TV: dépérissement <30%,AUC,,,,O,2021-09-21T18:44:45.000,TVJV,,DHP
S217,780,4319,4352,{C24D8AF8-0A89-40ED-9B21-C3436138DC3A},442,VOPA_043,ACPL,60,EMPRI,PUB,"Medium rupture 29,08,18",ELASSA,2022,WESTHA," Some dead. Broken branch cleanup cut. -TV: rÃ©inspection dÃ©pÃ©rissement <1an2023, contrat élagage consolidation ",N,,,,DHP
S229,781,4320,4353,{C0550F06-47B7-40D3-A180-BFA6F72F8A63},58,VOPA_037,MASP,27,EMPRI,PUB, ,ELSEGO,2024,," Trottoir, bÃ¢timent. -TV: cime en rejets",N,,,,DHP
